1,2153694.04532415
2,1726873.04338413
3,1601589.74653678
4,1463610.92954758
5,1311545.13244009
6,1307703.25828979
7,1306880.01228126
8,1279769.02982883
9,1276210.44679254
10,1276198.90132947
11,1276178.05291986
12,1270142.26283168
13,1267308.98668763
